시점,부산광역시,대구광역시,인천광역시,울산광역시,세종특별자치시,경기도,강원도,충청북도,충청남도,전라북도,전라남도,경상북도,경상남도,제주특별자치도
2015,0.5641205325858444,0.5401478037033962,0.4287227282355433,0.5231098641464855,0.5314772122716793,0.5345532962705228,0.5478639490124314,0.5142392739832718,0.5259485570372817,0.4360462480163228,0.48583471707753223,0.4719380298158433,0.5087073237885462,0.48115213609124297
2016,0.54135737009544,0.6112891190800158,0.4346085409252669,0.5133822577163825,0.5423317140874393,0.5342082536776918,0.4836147681740126,0.5198167695678152,0.5204248527006523,0.4347346194452443,0.4799730352227403,0.48651089504630873,0.499676239477783,0.464354527938343
2017,0.5136922599979332,0.5895855143267031,0.41647970630226394,0.5199542714612346,0.5345734686208192,0.5332401901244795,0.4727272727272727,0.5162381184499147,0.5074632986139588,0.42329361320237324,0.4697596689479548,0.49665558231089707,0.5091371628131022,0.4879137225734474
2018,0.5185496584340515,0.5831726133076182,0.401505376344086,0.5136547372572218,0.5203094777562862,0.5140747890478309,0.4866269193618226,0.5332925015311926,0.5040984479124528,0.40647065022657813,0.4592090819031299,0.4812989380103037,0.5077951750554398,0.48378197002460666
2019,0.5281437125748503,0.5440941045451382,0.4304117782378652,0.49649036085022247,0.5259952142701761,0.5082665617984893,0.4864305211307376,0.5282723849639416,0.5011269051391337,0.397235715938006,0.47500554815801155,0.4851457607002448,0.5039681812349933,0.4635909795145464
2020,0.5124135420458682,0.545414168332223,0.4213850174216028,0.4921310080816674,0.5059161595672752,0.5026662184519455,0.47770641057620356,0.5068811785229695,0.47601460259174655,0.38323353293413176,0.45735807746442164,0.4502699602476119,0.4565875613747954,0.4688538205980066
2021,0.48618067148951954,0.5329728960660169,0.3788555194805195,0.47854185600323135,0.5580524344569289,0.49645829205468595,0.4451407572675372,0.4921054348535265,0.4699906103286385,0.3692365835222978,0.43575602543944053,0.44060230024213076,0.44201345415190035,0.45583814089542535
2022,0.5244857471024329,0.5591201530168667,0.39574201628052597,0.49127358490566037,0.5226791013141161,0.4864732214634477,0.423591601360343,0.479961764497628,0.4685923978100041,0.36215065211605,0.4165090696001918,0.41353268912683905,0.42763686445541144,0.44522818050480156
