"ÇàÁ¤±¸¿ªº°","Ç×¸ñ",2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022
"ÇàÁ¤±¸¿ªº°","Ç×¸ñ",°è,30´ëÀÌÇÏ,40´ë,50´ë,60´ë,70´ëÀÌ»ó,°è,30´ëÀÌÇÏ,40´ë,50´ë,60´ë,70´ëÀÌ»ó,°è,30´ëÀÌÇÏ,40´ë,50´ë,60´ë,70´ëÀÌ»ó,°è,30´ëÀÌÇÏ,40´ë,50´ë,60´ë,70´ëÀÌ»ó
"°í·É±º","±Í³ó°¡±¸¿ø¼ö (¸í)",78,13,16,25,18,6,50,8,10,22,9,X,67,11,5,14,34,X,68,9,5,21,25,8
"¼ºÁÖ±º","±Í³ó°¡±¸¿ø¼ö (¸í)",151,21,26,51,44,9,142,41,22,40,33,6,180,27,27,63,52,11,153,26,19,38,61,9
"Ä¥°î±º","±Í³ó°¡±¸¿ø¼ö (¸í)",62,13,6,22,19,X,62,16,6,19,18,X,101,33,16,23,26,X,65,16,4,20,17,8
"¿¹Ãµ±º","±Í³ó°¡±¸¿ø¼ö (¸í)",153,26,27,49,41,10,215,36,15,68,78,18,223,53,25,38,83,24,184,33,17,48,70,16
"ºÀÈ­±º","±Í³ó°¡±¸¿ø¼ö (¸í)",134,12,17,56,43,6,139,16,20,60,37,6,152,17,17,55,55,8,146,14,14,47,55,16
"¿ïÁø±º","±Í³ó°¡±¸¿ø¼ö (¸í)",41,6,X,15,9,8,52,10,4,12,17,9,50,X,4,18,19,7,47,5,X,16,21,4
"¿ï¸ª±º","±Í³ó°¡±¸¿ø¼ö (¸í)",6,0,0,6,0,0,X,0,0,X,X,0,7,0,X,X,X,X,16,0,0,8,7,X
"°æ»ó³²µµ","±Í³ó°¡±¸¿ø¼ö (¸í)",1945,419,224,625,559,118,1846,357,194,567,590,138,2305,445,245,665,780,170,2046,323,192,613,729,189
"Ã¢¿ø½Ã","±Í³ó°¡±¸¿ø¼ö (¸í)",77,17,15,19,19,7,73,18,8,19,24,4,86,20,7,27,29,X,93,18,9,32,23,11
"ÁøÁÖ½Ã","±Í³ó°¡±¸¿ø¼ö (¸í)",118,25,13,40,32,8,124,27,15,39,35,8,156,42,20,35,44,15,129,22,14,36,42,15
