"ÇàÁ¤±¸¿ªº°","Ç×¸ñ",2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2022,2022,2022,2022,2022,2022
"ÇàÁ¤±¸¿ªº°","Ç×¸ñ",°è,30´ëÀÌÇÏ,40´ë,50´ë,60´ë,70´ëÀÌ»ó,°è,30´ëÀÌÇÏ,40´ë,50´ë,60´ë,70´ëÀÌ»ó,°è,30´ëÀÌÇÏ,40´ë,50´ë,60´ë,70´ëÀÌ»ó,°è,30´ëÀÌÇÏ,40´ë,50´ë,60´ë,70´ëÀÌ»ó
"Åë¿µ½Ã","±Í³ó°¡±¸¿ø¼ö (¸í)",46,17,9,9,9,X,32,12,4,8,6,X,35,8,5,15,7,0,35,9,5,12,7,X
"»çÃµ½Ã","±Í³ó°¡±¸¿ø¼ö (¸í)",82,19,11,22,27,X,61,11,7,15,18,10,89,23,9,25,27,5,64,13,7,17,20,7
"±èÇØ½Ã","±Í³ó°¡±¸¿ø¼ö (¸í)",75,30,5,22,14,4,70,31,8,12,17,X,61,17,8,19,12,5,66,20,10,20,12,4
"¹Ð¾ç½Ã","±Í³ó°¡±¸¿ø¼ö (¸í)",166,20,16,60,61,9,157,28,22,51,46,10,213,46,21,74,60,12,199,39,19,69,57,15
"°ÅÁ¦½Ã","±Í³ó°¡±¸¿ø¼ö (¸í)",65,20,14,22,7,X,31,6,X,13,8,X,59,8,8,18,22,X,48,X,X,18,23,5
"¾ç»ê½Ã","±Í³ó°¡±¸¿ø¼ö (¸í)",52,15,8,16,9,4,37,11,4,7,12,X,34,13,6,10,5,0,60,12,X,23,20,X
"ÀÇ·É±º","±Í³ó°¡±¸¿ø¼ö (¸í)",89,18,7,24,35,5,100,13,9,28,46,4,132,9,15,33,63,12,116,6,X,42,52,13
"ÇÔ¾È±º","±Í³ó°¡±¸¿ø¼ö (¸í)",76,15,7,21,25,8,63,11,9,17,16,10,113,15,10,38,44,6,80,8,9,24,32,7
"Ã¢³ç±º","±Í³ó°¡±¸¿ø¼ö (¸í)",233,68,21,73,62,9,168,34,23,47,46,18,187,44,29,55,47,12,170,36,12,42,67,13
"°í¼º±º","±Í³ó°¡±¸¿ø¼ö (¸í)",73,12,8,28,23,X,87,14,9,26,34,4,136,27,18,35,42,14,117,16,8,25,56,12
"³²ÇØ±º","±Í³ó°¡±¸¿ø¼ö (¸í)",76,18,7,20,25,6,72,19,8,22,18,5,121,24,16,28,37,16,88,9,12,25,30,12
"ÇÏµ¿±º","±Í³ó°¡±¸¿ø¼ö (¸í)",122,18,19,45,35,5,155,32,13,66,40,4,188,42,25,48,58,15,160,29,23,41,66,X
"»êÃ»±º","±Í³ó°¡±¸¿ø¼ö (¸í)",151,30,9,56,45,11,176,30,13,55,66,12,164,24,18,63,45,14,146,23,16,48,48,11
"ÇÔ¾ç±º","±Í³ó°¡±¸¿ø¼ö (¸í)",127,14,16,49,34,14,138,20,13,49,42,14,176,21,8,53,76,18,152,19,16,54,51,12
"°ÅÃ¢±º","±Í³ó°¡±¸¿ø¼ö (¸í)",137,26,18,38,46,9,111,15,10,36,42,8,194,43,13,48,77,13,172,24,15,51,61,21
"ÇÕÃµ±º","±Í³ó°¡±¸¿ø¼ö (¸í)",180,37,21,61,51,10,191,25,16,57,74,19,161,19,9,41,85,7,151,19,11,34,62,25
"Á¦ÁÖÆ¯º°ÀÚÄ¡µµ","±Í³ó°¡±¸¿ø¼ö (¸í)",320,83,73,98,58,8,336,110,86,85,44,11,339,104,64,107,53,11,382,125,77,94,73,13
"Á¦ÁÖ½Ã","±Í³ó°¡±¸¿ø¼ö (¸í)",172,48,39,50,31,4,184,67,52,42,19,4,167,50,34,53,25,5,206,72,36,56,35,7
"¼­±ÍÆ÷½Ã","±Í³ó°¡±¸¿ø¼ö (¸í)",148,35,34,48,27,4,152,43,34,43,25,7,172,54,30,54,28,6,176,53,41,38,38,6
